STCN;Biografisch Portaal;Note
http://stcn.data2semantics.org/resource/auteur/069950253;http://www.biografischportaal.nl/persoon/81484266;Match for year 1564
http://stcn.data2semantics.org/resource/auteur/069951950;http://www.biografischportaal.nl/persoon/34051141;Match for year 1729
http://stcn.data2semantics.org/resource/auteur/069952140;http://www.biografischportaal.nl/persoon/10243929;Match for year 1736
http://stcn.data2semantics.org/resource/auteur/069952442;http://www.biografischportaal.nl/persoon/39731944;Match for year 1753
http://stcn.data2semantics.org/resource/auteur/069952892;http://www.biografischportaal.nl/persoon/68154710;Match for year 1712
http://stcn.data2semantics.org/resource/auteur/069954917;http://www.biografischportaal.nl/persoon/04549601;Match for year 1659
http://stcn.data2semantics.org/resource/auteur/069955034;http://www.biografischportaal.nl/persoon/27224522;Match for year 1723
http://stcn.data2semantics.org/resource/auteur/06995528X;http://www.biografischportaal.nl/persoon/05668088;Match for year 1631
http://stcn.data2semantics.org/resource/auteur/069955409;http://www.biografischportaal.nl/persoon/52958691;Match for year 1614
http://stcn.data2semantics.org/resource/auteur/069955573;http://www.biografischportaal.nl/persoon/20473948;Match for year 1761
http://stcn.data2semantics.org/resource/auteur/069955700;http://www.biografischportaal.nl/persoon/03931413;Match for year 1552
http://stcn.data2semantics.org/resource/auteur/069955913;http://www.biografischportaal.nl/persoon/78323119;Match for year 1685
http://stcn.data2semantics.org/resource/auteur/069956014;http://www.biografischportaal.nl/persoon/69670252;Match for year 1645
http://stcn.data2semantics.org/resource/auteur/069956197;http://www.biografischportaal.nl/persoon/25067634;Match for year 1714
http://stcn.data2semantics.org/resource/auteur/069956332;http://www.biografischportaal.nl/persoon/05552020;Match for year 1650
http://stcn.data2semantics.org/resource/auteur/069956383;http://www.biografischportaal.nl/persoon/01295863;Match for year 1669
http://stcn.data2semantics.org/resource/auteur/069956782;http://www.biografischportaal.nl/persoon/10167493;Match for year 1671
http://stcn.data2semantics.org/resource/auteur/069956812;http://www.biografischportaal.nl/persoon/14793582;Match for year 1700
http://stcn.data2semantics.org/resource/auteur/069956855;http://www.biografischportaal.nl/persoon/75568271;Match for year 1738
http://stcn.data2semantics.org/resource/auteur/069956928;http://www.biografischportaal.nl/persoon/24309845;Match for year 1768
http://stcn.data2semantics.org/resource/auteur/069956928;http://www.biografischportaal.nl/persoon/48074724;Match for year 1768
http://stcn.data2semantics.org/resource/auteur/069959080;http://www.biografischportaal.nl/persoon/50928705;Match for year 1773
http://stcn.data2semantics.org/resource/auteur/069959129;http://www.biografischportaal.nl/persoon/14682172;Match for year 1754
http://stcn.data2semantics.org/resource/auteur/069960089;http://www.biografischportaal.nl/persoon/26566933;Match for year 1690
http://stcn.data2semantics.org/resource/auteur/069961549;http://www.biografischportaal.nl/persoon/68467440;Match for year 1765
http://stcn.data2semantics.org/resource/auteur/069962421;http://www.biografischportaal.nl/persoon/57352225;Match for year 1590
http://stcn.data2semantics.org/resource/auteur/069963355;http://www.biografischportaal.nl/persoon/63362120;Match for year 1583
http://stcn.data2semantics.org/resource/auteur/069963355;http://www.biografischportaal.nl/persoon/71553667;Match for year 1583
http://stcn.data2semantics.org/resource/auteur/069963762;http://www.biografischportaal.nl/persoon/15530627;Match for year 1656
http://stcn.data2semantics.org/resource/auteur/069963983;http://www.biografischportaal.nl/persoon/71870518;Match for year 1584
http://stcn.data2semantics.org/resource/auteur/069964165;http://www.biografischportaal.nl/persoon/87907649;Match for year 1708
http://stcn.data2semantics.org/resource/auteur/069964173;http://www.biografischportaal.nl/persoon/26211450;Match for year 1748
http://stcn.data2semantics.org/resource/auteur/069964203;http://www.biografischportaal.nl/persoon/96726242;Match for year 1562
http://stcn.data2semantics.org/resource/auteur/069964807;http://www.biografischportaal.nl/persoon/27842916;Match for year 1746
http://stcn.data2semantics.org/resource/auteur/069965811;http://www.biografischportaal.nl/persoon/48785967;Match for year 1727
http://stcn.data2semantics.org/resource/auteur/069965854;http://www.biografischportaal.nl/persoon/42062004;Match for year 1761
http://stcn.data2semantics.org/resource/auteur/069966362;http://www.biografischportaal.nl/persoon/34543429;Match for year 1661
http://stcn.data2semantics.org/resource/auteur/069967202;http://www.biografischportaal.nl/persoon/57921256;Match for year 1742
http://stcn.data2semantics.org/resource/auteur/069967210;http://www.biografischportaal.nl/persoon/48959699;Match for year 1659
http://stcn.data2semantics.org/resource/auteur/069967679;http://www.biografischportaal.nl/persoon/82428571;Match for year 1655
http://stcn.data2semantics.org/resource/auteur/069968012;http://www.biografischportaal.nl/persoon/64540782;Match for year 1636
http://stcn.data2semantics.org/resource/auteur/069968217;http://www.biografischportaal.nl/persoon/28131804;Match for year 1669
http://stcn.data2semantics.org/resource/auteur/069968454;http://www.biografischportaal.nl/persoon/76844813;Match for year 1643
http://stcn.data2semantics.org/resource/auteur/069968519;http://www.biografischportaal.nl/persoon/69727747;Match for year 1605
http://stcn.data2semantics.org/resource/auteur/069968748;http://www.biografischportaal.nl/persoon/06346485;Match for year 1625
http://stcn.data2semantics.org/resource/auteur/069970661;http://www.biografischportaal.nl/persoon/66611602;Match for year 1727
http://stcn.data2semantics.org/resource/auteur/069970742;http://www.biografischportaal.nl/persoon/24694896;Match for year 1695
http://stcn.data2semantics.org/resource/auteur/069971579;http://www.biografischportaal.nl/persoon/55658569;Match for year 1821
http://stcn.data2semantics.org/resource/auteur/069972095;http://www.biografischportaal.nl/persoon/41652057;Match for year 1582
http://stcn.data2semantics.org/resource/auteur/069972494;http://www.biografischportaal.nl/persoon/01315873;Match for year 1663
http://stcn.data2semantics.org/resource/auteur/069972745;http://www.biografischportaal.nl/persoon/16302801;Match for year 1706
http://stcn.data2semantics.org/resource/auteur/069973105;http://www.biografischportaal.nl/persoon/23851176;Match for year 1645
http://stcn.data2semantics.org/resource/auteur/069973776;http://www.biografischportaal.nl/persoon/73941627;Match for year 1731
http://stcn.data2semantics.org/resource/auteur/069974209;http://www.biografischportaal.nl/persoon/74904582;Match for year 1624
http://stcn.data2semantics.org/resource/auteur/069974403;http://www.biografischportaal.nl/persoon/93638016;Match for year 1772
http://stcn.data2semantics.org/resource/auteur/069974470;http://www.biografischportaal.nl/persoon/84448245;Match for year 1295
http://stcn.data2semantics.org/resource/auteur/069974713;http://www.biografischportaal.nl/persoon/30717315;Match for year 1806
http://stcn.data2semantics.org/resource/auteur/069974985;http://www.biografischportaal.nl/persoon/74217402;Match for year 1664
http://stcn.data2semantics.org/resource/auteur/069975493;http://www.biografischportaal.nl/persoon/07543271;Match for year 1756
http://stcn.data2semantics.org/resource/auteur/069975574;http://www.biografischportaal.nl/persoon/55696967;Match for year 1691
http://stcn.data2semantics.org/resource/auteur/069975876;http://www.biografischportaal.nl/persoon/14703925;Match for year 1559
http://stcn.data2semantics.org/resource/auteur/069977739;http://www.biografischportaal.nl/persoon/60024092;Match for year 1749
http://stcn.data2semantics.org/resource/auteur/069978824;http://www.biografischportaal.nl/persoon/23929658;Match for year 1720
http://stcn.data2semantics.org/resource/auteur/069978832;http://www.biografischportaal.nl/persoon/70250430;Match for year 1739
http://stcn.data2semantics.org/resource/auteur/069978840;http://www.biografischportaal.nl/persoon/25216547;Match for year 1760
http://stcn.data2semantics.org/resource/auteur/069980640;http://www.biografischportaal.nl/persoon/12566566;Match for year 1596
http://stcn.data2semantics.org/resource/auteur/069980756;http://www.biografischportaal.nl/persoon/73521327;Match for year 1753
http://stcn.data2semantics.org/resource/auteur/069981027;http://www.biografischportaal.nl/persoon/01551837;Match for year 1756
http://stcn.data2semantics.org/resource/auteur/069981027;http://www.biografischportaal.nl/persoon/20243474;Match for year 1756
http://stcn.data2semantics.org/resource/auteur/069981515;http://www.biografischportaal.nl/persoon/78835459;Match for year 1678
http://stcn.data2semantics.org/resource/auteur/069981817;http://www.biografischportaal.nl/persoon/69643030;Match for year 1643
http://stcn.data2semantics.org/resource/auteur/06998249X;http://www.biografischportaal.nl/persoon/75986452;Match for year 1625
http://stcn.data2semantics.org/resource/auteur/069983186;http://www.biografischportaal.nl/persoon/31813823;Match for year 1600
http://stcn.data2semantics.org/resource/auteur/069983534;http://www.biografischportaal.nl/persoon/04149388;Match for year 1834
http://stcn.data2semantics.org/resource/auteur/069983739;http://www.biografischportaal.nl/persoon/24529691;Match for year 1748
http://stcn.data2semantics.org/resource/auteur/069983771;http://www.biografischportaal.nl/persoon/06104369;Match for year 1618
http://stcn.data2semantics.org/resource/auteur/069983771;http://www.biografischportaal.nl/persoon/20292332;Match for year 1618
http://stcn.data2semantics.org/resource/auteur/069984018;http://www.biografischportaal.nl/persoon/36151338;Match for year 1690
http://stcn.data2semantics.org/resource/auteur/069984654;http://www.biografischportaal.nl/persoon/58698860;Match for year 1670
http://stcn.data2semantics.org/resource/auteur/06998526X;http://www.biografischportaal.nl/persoon/39502363;Match for year 1572
http://stcn.data2semantics.org/resource/auteur/069985642;http://www.biografischportaal.nl/persoon/85837805;Match for year 1589
http://stcn.data2semantics.org/resource/auteur/069986738;http://www.biografischportaal.nl/persoon/69536905;Match for year 1654
http://stcn.data2semantics.org/resource/auteur/069987165;http://www.biografischportaal.nl/persoon/30770155;Match for year 1521
http://stcn.data2semantics.org/resource/auteur/069989451;http://www.biografischportaal.nl/persoon/24083322;Match for year 1573
http://stcn.data2semantics.org/resource/auteur/069994838;http://www.biografischportaal.nl/persoon/52797671;Match for year 1589
http://stcn.data2semantics.org/resource/auteur/069997241;http://www.biografischportaal.nl/persoon/06195468;Match for year 1698
http://stcn.data2semantics.org/resource/auteur/069997322;http://www.biografischportaal.nl/persoon/53226251;Match for year 1682
http://stcn.data2semantics.org/resource/auteur/069997403;http://www.biografischportaal.nl/persoon/16379826;Match for year 1712
http://stcn.data2semantics.org/resource/auteur/069998019;http://www.biografischportaal.nl/persoon/71774449;Match for year 1740
http://stcn.data2semantics.org/resource/auteur/069998329;http://www.biografischportaal.nl/persoon/87851135;Match for year 1738
http://stcn.data2semantics.org/resource/auteur/06999837X;http://www.biografischportaal.nl/persoon/67538079;Match for year 1642
http://stcn.data2semantics.org/resource/auteur/069998671;http://www.biografischportaal.nl/persoon/26641723;Match for year 1560
http://stcn.data2semantics.org/resource/auteur/069998922;http://www.biografischportaal.nl/persoon/47980574;Match for year 1805
http://stcn.data2semantics.org/resource/auteur/069999333;http://www.biografischportaal.nl/persoon/44789194;Match for year 1765
http://stcn.data2semantics.org/resource/auteur/069999341;http://www.biografischportaal.nl/persoon/00239100;Match for year 1733
http://stcn.data2semantics.org/resource/auteur/070001502;http://www.biografischportaal.nl/persoon/50585362;Match for year 1629
http://stcn.data2semantics.org/resource/auteur/070001677;http://www.biografischportaal.nl/persoon/34245771;Match for year 1567
http://stcn.data2semantics.org/resource/auteur/070002878;http://www.biografischportaal.nl/persoon/22552519;Match for year 1609
http://stcn.data2semantics.org/resource/auteur/070003130;http://www.biografischportaal.nl/persoon/03333990;Match for year 1764
http://stcn.data2semantics.org/resource/auteur/070003998;http://www.biografischportaal.nl/persoon/39421116;Match for year 1758
http://stcn.data2semantics.org/resource/auteur/070005133;http://www.biografischportaal.nl/persoon/33113795;Match for year 1611
http://stcn.data2semantics.org/resource/auteur/070005559;http://www.biografischportaal.nl/persoon/85339339;Match for year 1522
http://stcn.data2semantics.org/resource/auteur/070005613;http://www.biografischportaal.nl/persoon/30997670;Match for year 1650
http://stcn.data2semantics.org/resource/auteur/070007047;http://www.biografischportaal.nl/persoon/64052315;Match for year 1761
http://stcn.data2semantics.org/resource/auteur/070007403;http://www.biografischportaal.nl/persoon/71748231;Match for year 1702
http://stcn.data2semantics.org/resource/auteur/070009422;http://www.biografischportaal.nl/persoon/83053718;Match for year 1615
http://stcn.data2semantics.org/resource/auteur/070010471;http://www.biografischportaal.nl/persoon/13483636;Match for year 1730
http://stcn.data2semantics.org/resource/auteur/070010501;http://www.biografischportaal.nl/persoon/22238132;Match for year 1751
http://stcn.data2semantics.org/resource/auteur/070011125;http://www.biografischportaal.nl/persoon/05685495;Match for year 1527
http://stcn.data2semantics.org/resource/auteur/070011303;http://www.biografischportaal.nl/persoon/64209551;Match for year 1750
http://stcn.data2semantics.org/resource/auteur/070011311;http://www.biografischportaal.nl/persoon/19768038;Match for year 1807
http://stcn.data2semantics.org/resource/auteur/070011389;http://www.biografischportaal.nl/persoon/70616199;Match for year 1749
http://stcn.data2semantics.org/resource/auteur/07001146X;http://www.biografischportaal.nl/persoon/16698028;Match for year 1655
http://stcn.data2semantics.org/resource/auteur/070011672;http://www.biografischportaal.nl/persoon/70023213;Match for year 1799
http://stcn.data2semantics.org/resource/auteur/070011796;http://www.biografischportaal.nl/persoon/31236594;Match for year 1573
http://stcn.data2semantics.org/resource/auteur/070013314;http://www.biografischportaal.nl/persoon/35526435;Match for year 1552
http://stcn.data2semantics.org/resource/auteur/070013713;http://www.biografischportaal.nl/persoon/79125067;Match for year 1748
http://stcn.data2semantics.org/resource/auteur/070013888;http://www.biografischportaal.nl/persoon/60294057;Match for year 1775
http://stcn.data2semantics.org/resource/auteur/070014337;http://www.biografischportaal.nl/persoon/00856190;Match for year 1753
http://stcn.data2semantics.org/resource/auteur/070014590;http://www.biografischportaal.nl/persoon/45009165;Match for year 1733
http://stcn.data2semantics.org/resource/auteur/070014663;http://www.biografischportaal.nl/persoon/98936522;Match for year 1735
http://stcn.data2semantics.org/resource/auteur/070015279;http://www.biografischportaal.nl/persoon/14334555;Match for year 1717
http://stcn.data2semantics.org/resource/auteur/070015589;http://www.biografischportaal.nl/persoon/01084346;Match for year 1660
http://stcn.data2semantics.org/resource/auteur/070015600;http://www.biografischportaal.nl/persoon/06293507;Match for year 1636
http://stcn.data2semantics.org/resource/auteur/070017522;http://www.biografischportaal.nl/persoon/34198278;Match for year 1745
http://stcn.data2semantics.org/resource/auteur/070018006;http://www.biografischportaal.nl/persoon/02431466;Match for year 1631
http://stcn.data2semantics.org/resource/auteur/070018057;http://www.biografischportaal.nl/persoon/79760396;Match for year 1774
http://stcn.data2semantics.org/resource/auteur/070018685;http://www.biografischportaal.nl/persoon/47179996;Match for year 1701
http://stcn.data2semantics.org/resource/auteur/070018871;http://www.biografischportaal.nl/persoon/40086933;Match for year 1696
http://stcn.data2semantics.org/resource/auteur/070018898;http://www.biografischportaal.nl/persoon/24829232;Match for year 1671
http://stcn.data2semantics.org/resource/auteur/070018928;http://www.biografischportaal.nl/persoon/14347854;Match for year 1698
http://stcn.data2semantics.org/resource/auteur/070019061;http://www.biografischportaal.nl/persoon/98613634;Match for year 1760
http://stcn.data2semantics.org/resource/auteur/070020574;http://www.biografischportaal.nl/persoon/65503425;Match for year 1774
http://stcn.data2semantics.org/resource/auteur/070020795;http://www.biografischportaal.nl/persoon/10289602;Match for year 1754
http://stcn.data2semantics.org/resource/auteur/070021678;http://www.biografischportaal.nl/persoon/39843533;Match for year 1793
http://stcn.data2semantics.org/resource/auteur/070024154;http://www.biografischportaal.nl/persoon/18393422;Match for year 1731
http://stcn.data2semantics.org/resource/auteur/070025886;http://www.biografischportaal.nl/persoon/75134173;Match for year 1759
http://stcn.data2semantics.org/resource/auteur/070026246;http://www.biografischportaal.nl/persoon/81576328;Match for year 1725
http://stcn.data2semantics.org/resource/auteur/070026459;http://www.biografischportaal.nl/persoon/28682425;Match for year 1828
http://stcn.data2semantics.org/resource/auteur/07002667X;http://www.biografischportaal.nl/persoon/33641939;Match for year 1748
http://stcn.data2semantics.org/resource/auteur/070030987;http://www.biografischportaal.nl/persoon/71442671;Match for year 1578
http://stcn.data2semantics.org/resource/auteur/070031789;http://www.biografischportaal.nl/persoon/11607802;Match for year 1771
http://stcn.data2semantics.org/resource/auteur/070031967;http://www.biografischportaal.nl/persoon/70755484;Match for year 1785
http://stcn.data2semantics.org/resource/auteur/070031975;http://www.biografischportaal.nl/persoon/36475716;Match for year 1734
http://stcn.data2semantics.org/resource/auteur/070031975;http://www.biografischportaal.nl/persoon/89474441;Match for year 1734
http://stcn.data2semantics.org/resource/auteur/070031991;http://www.biografischportaal.nl/persoon/23124040;Match for year 1749
http://stcn.data2semantics.org/resource/auteur/070032025;http://www.biografischportaal.nl/persoon/66011478;Match for year 1759
http://stcn.data2semantics.org/resource/auteur/070032416;http://www.biografischportaal.nl/persoon/87937538;Match for year 1774
http://stcn.data2semantics.org/resource/auteur/070033560;http://www.biografischportaal.nl/persoon/47610845;Match for year 1638
http://stcn.data2semantics.org/resource/auteur/070033889;http://www.biografischportaal.nl/persoon/08848426;Match for year 1574
http://stcn.data2semantics.org/resource/auteur/07003480X;http://www.biografischportaal.nl/persoon/02061921;Match for year 1744
http://stcn.data2semantics.org/resource/auteur/07003480X;http://www.biografischportaal.nl/persoon/33494082;Match for year 1744
http://stcn.data2semantics.org/resource/auteur/070035911;http://www.biografischportaal.nl/persoon/72302259;Match for year 1778
http://stcn.data2semantics.org/resource/auteur/070035989;http://www.biografischportaal.nl/persoon/11791871;Match for year 1565
http://stcn.data2semantics.org/resource/auteur/070036179;http://www.biografischportaal.nl/persoon/67494427;Match for year 1758
http://stcn.data2semantics.org/resource/auteur/07003639X;http://www.biografischportaal.nl/persoon/84700776;Match for year 1751
http://stcn.data2semantics.org/resource/auteur/070036578;http://www.biografischportaal.nl/persoon/68923296;Match for year 1675
http://stcn.data2semantics.org/resource/auteur/070036594;http://www.biografischportaal.nl/persoon/23319841;Match for year 1633
http://stcn.data2semantics.org/resource/auteur/070036632;http://www.biografischportaal.nl/persoon/80181453;Match for year 1755
http://stcn.data2semantics.org/resource/auteur/070036829;http://www.biografischportaal.nl/persoon/07707228;Match for year 1736
http://stcn.data2semantics.org/resource/auteur/070037078;http://www.biografischportaal.nl/persoon/18890554;Match for year 1542
http://stcn.data2semantics.org/resource/auteur/070038317;http://www.biografischportaal.nl/persoon/48958334;Match for year 1593
http://stcn.data2semantics.org/resource/auteur/070038317;http://www.biografischportaal.nl/persoon/84205766;Match for year 1593
http://stcn.data2semantics.org/resource/auteur/070038422;http://www.biografischportaal.nl/persoon/71923229;Match for year 1687
http://stcn.data2semantics.org/resource/auteur/070039283;http://www.biografischportaal.nl/persoon/25845395;Match for year 1567
http://stcn.data2semantics.org/resource/auteur/070039321;http://www.biografischportaal.nl/persoon/14627936;Match for year 1748
http://stcn.data2semantics.org/resource/auteur/070039380;http://www.biografischportaal.nl/persoon/45455235;Match for year 1759
http://stcn.data2semantics.org/resource/auteur/070040583;http://www.biografischportaal.nl/persoon/38340126;Match for year 1750
http://stcn.data2semantics.org/resource/auteur/070040591;http://www.biografischportaal.nl/persoon/23328170;Match for year 1770
http://stcn.data2semantics.org/resource/auteur/070040745;http://www.biografischportaal.nl/persoon/33955089;Match for year 1714
http://stcn.data2semantics.org/resource/auteur/07004077X;http://www.biografischportaal.nl/persoon/17833439;Match for year 1770
http://stcn.data2semantics.org/resource/auteur/070040826;http://www.biografischportaal.nl/persoon/12399421;Match for year 1807
http://stcn.data2semantics.org/resource/auteur/070040842;http://www.biografischportaal.nl/persoon/05514924;Match for year 1821
http://stcn.data2semantics.org/resource/auteur/07004256X;http://www.biografischportaal.nl/persoon/25319205;Match for year 1717
http://stcn.data2semantics.org/resource/auteur/070043485;http://www.biografischportaal.nl/persoon/50190373;Match for year 1606
http://stcn.data2semantics.org/resource/auteur/07004368X;http://www.biografischportaal.nl/persoon/04570896;Match for year 1757
http://stcn.data2semantics.org/resource/auteur/070044244;http://www.biografischportaal.nl/persoon/28259841;Match for year 1630
http://stcn.data2semantics.org/resource/auteur/070044465;http://www.biografischportaal.nl/persoon/23892870;Match for year 1753
http://stcn.data2semantics.org/resource/auteur/070044538;http://www.biografischportaal.nl/persoon/34341074;Match for year 1752
http://stcn.data2semantics.org/resource/auteur/070044953;http://www.biografischportaal.nl/persoon/82561875;Match for year 1564
http://stcn.data2semantics.org/resource/auteur/070045186;http://www.biografischportaal.nl/persoon/23038403;Match for year 1545
http://stcn.data2semantics.org/resource/auteur/070045437;http://www.biografischportaal.nl/persoon/56970766;Match for year 1716
http://stcn.data2semantics.org/resource/auteur/07004550X;http://www.biografischportaal.nl/persoon/85881491;Match for year 1587
http://stcn.data2semantics.org/resource/auteur/070045534;http://www.biografischportaal.nl/persoon/63959309;Match for year 1687
http://stcn.data2semantics.org/resource/auteur/070045569;http://www.biografischportaal.nl/persoon/85045389;Match for year 1587
http://stcn.data2semantics.org/resource/auteur/070045917;http://www.biografischportaal.nl/persoon/86902166;Match for year 1610
http://stcn.data2semantics.org/resource/auteur/070046298;http://www.biografischportaal.nl/persoon/04574209;Match for year 1834
http://stcn.data2semantics.org/resource/auteur/070046441;http://www.biografischportaal.nl/persoon/09722605;Match for year 1648
http://stcn.data2semantics.org/resource/auteur/070046603;http://www.biografischportaal.nl/persoon/03177611;Match for year 1695
http://stcn.data2semantics.org/resource/auteur/07004662X;http://www.biografischportaal.nl/persoon/77402776;Match for year 1603
http://stcn.data2semantics.org/resource/auteur/070046654;http://www.biografischportaal.nl/persoon/07796994;Match for year 1580
http://stcn.data2semantics.org/resource/auteur/070046972;http://www.biografischportaal.nl/persoon/50974844;Match for year 1677
http://stcn.data2semantics.org/resource/auteur/070047871;http://www.biografischportaal.nl/persoon/92047547;Match for year 1755
http://stcn.data2semantics.org/resource/auteur/07004791X;http://www.biografischportaal.nl/persoon/54512433;Match for year 1725
http://stcn.data2semantics.org/resource/auteur/070048010;http://www.biografischportaal.nl/persoon/31643905;Match for year 1720
http://stcn.data2semantics.org/resource/auteur/070048134;http://www.biografischportaal.nl/persoon/44344132;Match for year 1740
http://stcn.data2semantics.org/resource/auteur/070049610;http://www.biografischportaal.nl/persoon/44608504;Match for year 1692
http://stcn.data2semantics.org/resource/auteur/070050740;http://www.biografischportaal.nl/persoon/05762115;Match for year 1737
http://stcn.data2semantics.org/resource/auteur/070051925;http://www.biografischportaal.nl/persoon/35734253;Match for year 1772
http://stcn.data2semantics.org/resource/auteur/070052212;http://www.biografischportaal.nl/persoon/75178949;Match for year 1670
http://stcn.data2semantics.org/resource/auteur/070052891;http://www.biografischportaal.nl/persoon/35704829;Match for year 1625
http://stcn.data2semantics.org/resource/auteur/070053111;http://www.biografischportaal.nl/persoon/06858355;Match for year 1765
http://stcn.data2semantics.org/resource/auteur/070053243;http://www.biografischportaal.nl/persoon/01411309;Match for year 1563
http://stcn.data2semantics.org/resource/auteur/070053421;http://www.biografischportaal.nl/persoon/46065460;Match for year 1549
http://stcn.data2semantics.org/resource/auteur/070053898;http://www.biografischportaal.nl/persoon/07580661;Match for year 1588
http://stcn.data2semantics.org/resource/auteur/070053898;http://www.biografischportaal.nl/persoon/86226679;Match for year 1588
http://stcn.data2semantics.org/resource/auteur/070054134;http://www.biografischportaal.nl/persoon/19273343;Match for year 1645
http://stcn.data2semantics.org/resource/auteur/070054657;http://www.biografischportaal.nl/persoon/01803952;Match for year 1761
http://stcn.data2semantics.org/resource/auteur/070054681;http://www.biografischportaal.nl/persoon/30788694;Match for year 1718
http://stcn.data2semantics.org/resource/auteur/070054797;http://www.biografischportaal.nl/persoon/82549603;Match for year 1769
http://stcn.data2semantics.org/resource/auteur/070055254;http://www.biografischportaal.nl/persoon/32040005;Match for year 1636
http://stcn.data2semantics.org/resource/auteur/070055971;http://www.biografischportaal.nl/persoon/96420227;Match for year 1808
http://stcn.data2semantics.org/resource/auteur/070056609;http://www.biografischportaal.nl/persoon/65430583;Match for year 1769
http://stcn.data2semantics.org/resource/auteur/070057257;http://www.biografischportaal.nl/persoon/70882663;Match for year 1745
http://stcn.data2semantics.org/resource/auteur/070057265;http://www.biografischportaal.nl/persoon/55970403;Match for year 1755
http://stcn.data2semantics.org/resource/auteur/070057451;http://www.biografischportaal.nl/persoon/46359493;Match for year 1759
http://stcn.data2semantics.org/resource/auteur/070058512;http://www.biografischportaal.nl/persoon/85384858;Match for year 1571
http://stcn.data2semantics.org/resource/auteur/070062331;http://www.biografischportaal.nl/persoon/12948906;Match for year 1602
http://stcn.data2semantics.org/resource/auteur/070063400;http://www.biografischportaal.nl/persoon/80400751;Match for year 1723
http://stcn.data2semantics.org/resource/auteur/070063702;http://www.biografischportaal.nl/persoon/79290246;Match for year 1724
http://stcn.data2semantics.org/resource/auteur/070064016;http://www.biografischportaal.nl/persoon/83723138;Match for year 1587
http://stcn.data2semantics.org/resource/auteur/070064075;http://www.biografischportaal.nl/persoon/29909975;Match for year 1757
http://stcn.data2semantics.org/resource/auteur/070064466;http://www.biografischportaal.nl/persoon/02191936;Match for year 1680
http://stcn.data2semantics.org/resource/auteur/070064679;http://www.biografischportaal.nl/persoon/59619730;Match for year 1651
http://stcn.data2semantics.org/resource/auteur/070068178;http://www.biografischportaal.nl/persoon/77848858;Match for year 1715
http://stcn.data2semantics.org/resource/auteur/070069492;http://www.biografischportaal.nl/persoon/25433125;Match for year 1658
http://stcn.data2semantics.org/resource/auteur/070069972;http://www.biografischportaal.nl/persoon/50145153;Match for year 1642
http://stcn.data2semantics.org/resource/auteur/070070199;http://www.biografischportaal.nl/persoon/12969560;Match for year 1612
http://stcn.data2semantics.org/resource/auteur/070070342;http://www.biografischportaal.nl/persoon/47536910;Match for year 1747
http://stcn.data2semantics.org/resource/auteur/070070369;http://www.biografischportaal.nl/persoon/44403855;Match for year 1720
http://stcn.data2semantics.org/resource/auteur/070070393;http://www.biografischportaal.nl/persoon/57113132;Match for year 1749
http://stcn.data2semantics.org/resource/auteur/070070814;http://www.biografischportaal.nl/persoon/99860140;Match for year 1685
http://stcn.data2semantics.org/resource/auteur/070070849;http://www.biografischportaal.nl/persoon/16378321;Match for year 1753
http://stcn.data2semantics.org/resource/auteur/070071063;http://www.biografischportaal.nl/persoon/23136770;Match for year 1751
http://stcn.data2semantics.org/resource/auteur/070071829;http://www.biografischportaal.nl/persoon/14273372;Match for year 1822
http://stcn.data2semantics.org/resource/auteur/070071837;http://www.biografischportaal.nl/persoon/34413074;Match for year 1734
http://stcn.data2semantics.org/resource/auteur/070072418;http://www.biografischportaal.nl/persoon/73805142;Match for year 1737
http://stcn.data2semantics.org/resource/auteur/070072574;http://www.biografischportaal.nl/persoon/17582520;Match for year 1771
http://stcn.data2semantics.org/resource/auteur/070072612;http://www.biografischportaal.nl/persoon/10645182;Match for year 1743
http://stcn.data2semantics.org/resource/auteur/070072647;http://www.biografischportaal.nl/persoon/19711337;Match for year 1692
http://stcn.data2semantics.org/resource/auteur/070074062;http://www.biografischportaal.nl/persoon/52578102;Match for year 1685
http://stcn.data2semantics.org/resource/auteur/070074844;http://www.biografischportaal.nl/persoon/02668841;Match for year 1597
http://stcn.data2semantics.org/resource/auteur/070074976;http://www.biografischportaal.nl/persoon/73016285;Match for year 1777
http://stcn.data2semantics.org/resource/auteur/070074976;http://www.biografischportaal.nl/persoon/27870468;Match for year 1777
http://stcn.data2semantics.org/resource/auteur/070075085;http://www.biografischportaal.nl/persoon/22991899;Match for year 1710
http://stcn.data2semantics.org/resource/auteur/070075220;http://www.biografischportaal.nl/persoon/40888807;Match for year 1633
http://stcn.data2semantics.org/resource/auteur/070075662;http://www.biografischportaal.nl/persoon/49322210;Match for year 1820
http://stcn.data2semantics.org/resource/auteur/070075956;http://www.biografischportaal.nl/persoon/59254772;Match for year 1719
http://stcn.data2semantics.org/resource/auteur/070075999;http://www.biografischportaal.nl/persoon/54593626;Match for year 1716
http://stcn.data2semantics.org/resource/auteur/070076022;http://www.biografischportaal.nl/persoon/58205252;Match for year 1656
http://stcn.data2semantics.org/resource/auteur/070076677;http://www.biografischportaal.nl/persoon/37793019;Match for year 1780
http://stcn.data2semantics.org/resource/auteur/070077088;http://www.biografischportaal.nl/persoon/13881092;Match for year 1534
http://stcn.data2semantics.org/resource/auteur/070077096;http://www.biografischportaal.nl/persoon/05199706;Match for year 1661
